#FILE	SEQUENCE	START	END	STRAND	GENE	COVERAGE	COVERAGE_MAP	GAPS	%COVERAGE	%IDENTITY	DATABASE	ACCESSION	PRODUCT	RESISTANCE
data/genomes/SE11_Commensal.fasta	NC_013654.1	593766	594758	-	fepG	1-993/993	===============	0/0	100.00	97.68	vfdb	WP_000640938	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	594755	595759	-	fepD	1-1005/1005	===============	0/0	100.00	97.81	vfdb	WP_001443194	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	595870	597120	+	entS	1-1251/1251	===============	0/0	100.00	98.32	vfdb	WP_001041793	(entS) enterobactin exporter iron-regulated [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	597124	598080	-	fepB	1-957/957	===============	0/0	100.00	99.69	vfdb	WP_001234311	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	598269	599444	+	entC	1-1176/1176	===============	0/0	100.00	99.41	vfdb	WP_001336900	(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	599454	601064	+	entE	1-1611/1611	===============	0/0	100.00	99.13	vfdb	WP_000026784	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	601078	601935	+	entB	1-858/858	===============	0/0	100.00	99.53	vfdb	WP_001007140	(entB) isochorismatase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	601935	602681	+	entA	1-747/747	===============	0/0	100.00	98.13	vfdb	WP_000348393	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase EntA [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	977633	978685	-	ompA	1-1041/1041	========/======	1/12	100.00	95.82	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1045567	1046400	-	cgsG	1-834/834	===============	0/0	100.00	100.00	vfdb	WP_001189322	(cgsG) curli production assembly/transport protein CsgG [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1046427	1046843	-	cgsF	1-417/417	===============	0/0	100.00	100.00	vfdb	WP_001264082	(cgsF) curli production assembly/transport protein CsgF [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1046868	1047257	-	cgsE	1-390/390	===============	0/0	100.00	100.00	vfdb	WP_000833288	(cgsE) curli production assembly/transport protein CsgE [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1047262	1047912	-	cgsD	1-651/651	===============	0/0	100.00	100.00	vfdb	WP_000481500	(cgsD) transcriptional regulator CsgD [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1048665	1049120	+	csgB	1-456/456	===============	0/0	100.00	100.00	vfdb	WP_000791650	(csgB) curlin minor subunit CsgB [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1049161	1049619	+	csgA	1-459/459	===============	0/0	100.00	100.00	vfdb	WP_000771429	(csgA) curlin major subunit CsgA [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1049679	1050011	+	csgC	1-333/333	===============	0/0	100.00	100.00	vfdb	WP_000992818	(csgC) curli assembly protein CsgC [Curli fibers (VF1138) - Adherence (VFC0001)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1932635	1933939	-	ybtS	1-1305/1305	===============	0/0	100.00	99.85	vfdb	WP_000703040	(ybtS) salicylate synthase Irp9 [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1933967	1935247	-	ybtX	1-1281/1281	===============	0/0	100.00	99.45	vfdb	WP_001286280	(ybtX) putative signal transducer [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1935240	1937042	-	ybtQ	1-1803/1803	===============	0/0	100.00	99.56	vfdb	WP_002212761	(ybtQ) yersiniabactin ABC transporter ATP-binding/permease protein YbtQ [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1937029	1938741	-	ybtP	1-1713/1713	===============	0/0	100.00	99.59	vfdb	WP_001327262	(ybtP) yersiniabactin ABC transporter ATP-binding/permease protein YbtP [Ybt (VF0564) - Nutritional/Metabolic factor (VFC0272)] [Klebsiella pneumoniae subsp. pneumoniae NTUH-K2044]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1938998	1939957	+	ybtA	1-960/960	===============	0/0	100.00	99.48	vfdb	WP_000140406	(ybtA) transcriptional regulator YbtA [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1940148	1946255	+	irp2	1-6108/6108	===============	0/0	100.00	99.51	vfdb	WP_002212775	(irp2) yersiniabactin biosynthetic protein Irp2 [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1946343	1955834	+	irp1	1-9492/9492	===============	0/0	100.00	99.70	vfdb	WP_002212777	(irp1) yersiniabactin biosynthetic protein Irp1 [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1955831	1956931	+	ybtU	1-1101/1101	===============	0/0	100.00	99.64	vfdb	WP_000982866	(ybtU) yersiniabactin biosynthetic protein YbtU [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1956928	1957731	+	ybtT	1-804/804	===============	0/0	100.00	99.50	vfdb	WP_002212799	(ybtT) type II thioesterase YbtT [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1957735	1959312	+	ybtE	1-1578/1578	===============	0/0	100.00	99.75	vfdb	WP_001088826	(ybtE) yersiniabactin siderophore biosynthetic protein [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	1959444	1961465	+	fyuA/psn	1-2022/2022	===============	0/0	100.00	99.90	vfdb	WP_002212885	(fyuA/psn) pesticin/yersiniabactin receptor protein [Yersiniabactin (VF0136) - Nutritional/Metabolic factor (VFC0272)] [Yersinia pestis CO92]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	2759839	2760830	-	rpoS	2-993/993	========/======	2/2	99.80	92.75	vfdb	NP_461845	(rpoS) RNA polymerase sigma factor RpoS [RpoS (VF0112) - Regulation (VFC0301)] [Salmonella enterica subsp. enterica serovar Typhimurium str. LT2]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3026851	3027834	+	kpsF	1-984/984	===============	0/0	100.00	99.49	vfdb	WP_001331698	(kpsF) Polysialic acid capsule expression protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3027906	3029054	+	kpsE	1-1149/1149	===============	0/0	100.00	99.04	vfdb	WP_000905916	(kpsE) Capsule polysaccharide export inner-membrane protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3029078	3030754	+	kpsD	1-1677/1677	===============	0/0	100.00	98.63	vfdb	WP_001331697	(kpsD) Polysialic acid transport protein precursor [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3030764	3031504	+	kpsU	1-741/741	===============	0/0	100.00	98.25	vfdb	WP_000030755	(kpsU) 3-deoxy-manno-octulosonate cytidylyltransferase [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3031501	3033528	+	kpsC	1-2028/2028	===============	0/0	100.00	97.73	vfdb	WP_000579525	(kpsC) Capsule polysaccharide export protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3033563	3034734	+	kpsS	1-1172/1206	===============	0/0	97.18	99.40	vfdb	WP_001161829	(kpsS) Capsule polysaccharide export protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3043538	3044314	-	kpsM	1-777/777	===============	0/0	100.00	96.01	vfdb	WP_000124301	(kpsM) Polysialic acid transport protein [K1 capsule (VF0239) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3045488	3046023	-	gspM	1-536/537	===============	0/0	99.81	91.98	vfdb		(gspM) general secretion pathway protein M [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3046025	3047203	-	gspL	1-1179/1179	===============	0/0	100.00	95.25	vfdb	WP_000097229	(gspL) general secretion pathway protein L [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3047200	3048177	-	gspK	1-978/978	===============	0/0	100.00	97.14	vfdb	WP_000633233	(gspK) general secretion pathway protein K [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3048174	3048779	-	gspJ	1-606/606	===============	0/0	100.00	94.55	vfdb	WP_001250462	(gspJ) general secretion pathway protein J [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3048776	3049147	-	gspI	1-372/372	===============	0/0	100.00	91.13	vfdb	WP_000820136	(gspI) general secretion pathway protein I [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3049144	3049707	-	gspH	1-564/564	===============	0/0	100.00	94.50	vfdb	WP_001115126	(gspH) general secretion pathway protein H [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3049711	3050166	-	gspG	1-456/456	===============	0/0	100.00	94.30	vfdb	WP_001087302	(gspG) general secretion pathway protein G [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3050207	3051406	-	gspF	1-1200/1200	===============	0/0	100.00	94.58	vfdb	WP_001173470	(gspF) general secretion pathway protein F [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3051406	3052899	-	gspE	1-1494/1494	===============	0/0	100.00	93.84	vfdb	WP_000249362	(gspE) general secretion pathway protein E [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3052899	3054959	-	gspD	1-2046/2046	========/======	1/15	100.00	94.66	vfdb	WP_000498818	(gspD) general secretion pathway protein D [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3054989	3055948	-	gspC	1-960/960	===============	0/0	100.00	94.38	vfdb	WP_000135089	(gspC) general secretion pathway protein C [T2SS (VF0333) - Effector delivery system (VFC0086)] [Shigella dysenteriae Sd197]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3600849	3601877	-	chuS	1-1029/1029	===============	0/0	100.00	99.03	vfdb	WP_001017192	(chuS) heme oxygenase ChuS [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3601926	3603908	-	chuA	1-1983/1983	===============	0/0	100.00	99.50	vfdb	WP_000089583	(chuA) Outer membrane heme/hemoglobin receptor ChuA [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3604592	3605506	+	chuT	1-915/915	===============	0/0	100.00	99.78	vfdb	WP_001312167	(chuT) periplasmic heme-binding protein ChuT [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3605526	3606863	+	chuW	1-1338/1338	===============	0/0	100.00	99.25	vfdb	WP_001095619	(chuW) Putative oxygen independent coproporphyrinogen III oxidase [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3606876	3607370	+	chuX	1-495/495	===============	0/0	100.00	100.00	vfdb	WP_000020034	(chuX) putative heme-binding protein ChuX [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3607370	3607993	+	chuY	1-624/624	===============	0/0	100.00	98.40	vfdb	WP_000189356	(chuY) ChuY [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3608042	3609034	+	chuU	1-993/993	===============	0/0	100.00	99.30	vfdb	WP_000910402	(chuU) heme permease protein ChuU [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3609031	3609801	+	chuV	1-771/771	===============	0/0	100.00	99.74	vfdb	WP_000622316	(chuV) ATP-binding hydrophilic protein ChuV [Chu (VF0227) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	3944599	3946027	-	aslA	1-1428/1428	========/======	1/1	100.00	98.18	vfdb	AAG10151	(aslA) putative arylsulfatase [AslA (VF0238) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4139667	4141400	-	ibeC	1-1734/1734	===============	0/0	100.00	99.54	vfdb	WP_000556298	(ibeC) phosphoethanolamine transferase CptA [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4373170	4376857	+	tsh	153-3840/3840	========/======	2/2	96.02	98.89	vfdb	WP_001528154	(tsh) temperature-sensitive protein Tsh [Tsh (VF0233) - Effector delivery system (VFC0086)] [Escherichia coli O25b:H4-ST131]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4634061	4634663	+	fimB	1-603/603	===============	0/0	100.00	97.84	vfdb	WP_000790574	(fimB) Type 1 fimbriae Regulatory protein fimB [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4635141	4635737	+	fimE	1-597/597	===============	0/0	100.00	98.83	vfdb	WP_000044711	(fimE) Type 1 fimbriae Regulatory protein fimE [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4636830	4637369	+	fimI	1-540/540	===============	0/0	100.00	98.52	vfdb	WP_000824100	(fimI) Fimbrin-like protein fimI precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4637406	4638131	+	fimC	1-726/726	===============	0/0	100.00	98.62	vfdb	WP_000066579	(fimC) Chaperone protein fimC precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4638198	4640834	+	fimD	1-2637/2637	===============	0/0	100.00	98.90	vfdb	WP_000120946	(fimD) Outer membrane usher protein fimD precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4640844	4641374	+	fimF	1-531/531	===============	0/0	100.00	99.06	vfdb	WP_001244821	(fimF) FimF protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4641387	4641890	+	fimG	1-504/504	===============	0/0	100.00	98.21	vfdb	WP_000872015	(fimG) FimG protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013654.1	4641910	4642812	+	fimH	1-903/903	===============	0/0	100.00	97.56	vfdb	WP_000832235	(fimH) FimH protein precursor [Type 1 fimbriae (VF0221) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/SE11_Commensal.fasta	NC_013655.1	7547	8151	+	AAA92657	1-606/606	========/======	1/1	99.83	99.83	vfdb	AAA92657	(AAA92657) unknown protein [TraJ (VF0241) - Invasion (VFC0083)] [Escherichia coli]	
data/genomes/SE11_Commensal.fasta	NC_013655.1	76313	77488	+	senB	1-1176/1176	===============	0/0	100.00	99.66	vfdb	WP_001020414	(senB) enterotoxin [ShET2 (VF0258) - Exotoxin (VFC0235)] [Shigella boydii Sb227]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	326209	330324	-	pic	1-4116/4116	===============	0/0	100.00	100.00	vfdb	WP_001045652	(pic) Pic serine protease precursor autotransporter [Pic (VF0232) - Effector delivery system (VFC0086)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	371877	376007	-	vat	1-4131/4131	===============	0/0	100.00	100.00	vfdb	WP_001034006	(vat) vacuolating autotransporter toxin [Vat (VF1112) - Effector delivery system (VFC0086)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	379618	380326	-	yagV/ecpE	1-709/711	===============	0/0	99.72	98.31	vfdb	WP_001301550	(yagV/ecpE) E. coli common pilus chaperone EcpE [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	380295	381938	-	yagW/ecpD	1-1644/1644	===============	0/0	100.00	98.97	vfdb	WP_001265657	(yagW/ecpD) polymerized tip adhesin of ECP fibers [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	381928	384453	-	yagX/ecpC	1-2526/2526	===============	0/0	100.00	97.62	vfdb	WP_001131063	(yagX/ecpC) E. coli common pilus usher EcpC [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	384479	385147	-	yagY/ecpB	1-669/669	===============	0/0	100.00	97.91	vfdb	WP_000716386	(yagY/ecpB) E. coli common pilus chaperone EcpB [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	385204	385791	-	yagZ/ecpA	1-588/588	===============	0/0	100.00	98.13	vfdb	WP_000730972	(yagZ/ecpA) E. coli common pilus structural subunit EcpA [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	385866	386408	-	ykgK/ecpR	1-543/543	===============	0/0	100.00	99.45	vfdb	WP_000389022	(ykgK/ecpR) regulator protein EcpR [ECP (VF0404) - Adherence (VFC0001)] [Escherichia coli O157:H7 str. EDL933]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	395711	399961	+	fdeC	1-4251/4251	===============	0/0	100.00	99.77	vfdb	WP_000092542	(fdeC) adhesin FdeC [FdeC (VF0506) - Adherence (VFC0001)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	639221	640603	+	ibeB	1-1383/1383	===============	0/0	100.00	99.35	vfdb	WP_000074207	(ibeB) Cu(+)/Ag(+) efflux RND transporter outer membrane channel CusC [Ibes (VF0237) - Invasion (VFC0083)] [Escherichia coli O45:K1:H7 str. S88]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	651687	652307	-	entD	1-621/621	===============	0/0	100.00	100.00	vfdb	WP_001375021	(entD) phosphopantetheinyl transferase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	652482	654722	-	fepA	1-2241/2241	===============	0/0	100.00	100.00	vfdb	WP_001034892	(fepA) ferrienterobactin outer membrane transporter [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	654965	656167	+	fes	1-1203/1203	===============	0/0	100.00	100.00	vfdb	WP_000125846	(fes) enterobactin/ferric enterobactin esterase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	656385	660266	+	entF	1-3882/3882	===============	0/0	100.00	100.00	vfdb	WP_000077767	(entF) enterobactin synthase multienzyme complex component ATP-dependent [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	660513	661646	+	fepE	1-1134/1134	===============	0/0	100.00	100.00	vfdb	WP_000096764	(fepE) LPS O-antigen length regulator [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	661643	662458	-	fepC	1-816/816	===============	0/0	100.00	100.00	vfdb	WP_000140634	(fepC) ferrienterobactin ABC transporter ATPase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	662455	663447	-	fepG	1-993/993	===============	0/0	100.00	100.00	vfdb	WP_000640938	(fepG) iron-enterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	663444	664448	-	fepD	1-1005/1005	===============	0/0	100.00	100.00	vfdb	WP_001443194	(fepD) ferrienterobactin ABC transporter permease [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	664559	665809	+	entS	1-1251/1251	===============	0/0	100.00	100.00	vfdb	WP_001041793	(entS) enterobactin exporter iron-regulated [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	665813	666769	-	fepB	1-957/957	===============	0/0	100.00	100.00	vfdb	WP_001234311	(fepB) ferrienterobactin ABC transporter periplasmic binding protein [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	666958	668133	+	entC	1-1176/1176	===============	0/0	100.00	100.00	vfdb	WP_001336900	(entC) isochorismate synthase 1 [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	668143	669753	+	entE	1-1611/1611	===============	0/0	100.00	100.00	vfdb	WP_000026784	(entE) 23-dihydroxybenzoate-AMP ligase component of enterobactin synthase multienzyme complex [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	669767	670624	+	entB	1-858/858	===============	0/0	100.00	100.00	vfdb	WP_001007140	(entB) isochorismatase [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	670624	671370	+	entA	1-747/747	===============	0/0	100.00	99.87	vfdb	WP_000348393	(entA) 23-dihydro-23-dihydroxybenzoate dehydrogenase EntA [Enterobactin (VF0228) - Nutritional/Metabolic factor (VFC0272)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	1062790	1063842	-	ompA	1-1041/1041	========/======	1/12	100.00	95.92	vfdb	AAF37887	(ompA) outer membrane protein A [OmpA (VF0236) - Invasion (VFC0083)] [Escherichia coli O18:K1:H7 str. RS218]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	1186872	1187156	-	sfaC	1-285/285	===============	0/0	100.00	100.00	vfdb	WP_011076307	(sfaC) S/F1C fimbrial major subunit operon transcriptional regulator [F1C fimbriae (VF0224) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	1187512	1187841	+	C_RS05810	1-330/330	===============	0/0	100.00	100.00	vfdb	WP_000046975	(C_RS05810) S/F1C fimbrial major subunit operon transcriptional regulator [F1C fimbriae (VF0224) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	1188213	1188755	+	focA	1-543/543	===============	0/0	100.00	100.00	vfdb	WP_000768217	(focA) F1C major fimbrial subunit precursor [F1C fimbriae (VF0224) - Adherence (VFC0001)] [Escherichia coli CFT073]	
data/genomes/UPEC_CFT073.fasta	NC_004431.1	1188826	1189365	+	focI	1-540/540	===============	0/0	100.00	100.00	vfdb	WP_000703304	(focI) Putative minor F1C fimbrial subunit precursor [F1C fimbriae (VF0224) - Adherence (VFC0001)] [Escherichia coli CFT073]	
